Plan Name,Slug,Cost USD,Retail USD,Retail USD,Direct Link,Shop Link
"Peru 100MB 7Days",PE_0.1_7,0.65,1.95,1.95,"https://asim.esimqr.link/pay/usd/PE_0.1_7","https://asim.esimqr.link/?slug=PE_0.1_7"
"Peru 500MB/Day",PE_0.5_Daily,3.00,4.71,4.71,"https://asim.esimqr.link/pay/usd/PE_0.5_Daily","https://asim.esimqr.link/?slug=PE_0.5_Daily"
"Peru 500MB 7Days",PE_0.5_7,3.10,4.83,4.83,"https://asim.esimqr.link/pay/usd/PE_0.5_7","https://asim.esimqr.link/?slug=PE_0.5_7"
"Peru 1GB/Day",PE_1_Daily,5.20,7.30,7.30,"https://asim.esimqr.link/pay/usd/PE_1_Daily","https://asim.esimqr.link/?slug=PE_1_Daily"
"Peru 1GB 7Days",PE_1_7,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/PE_1_7","https://asim.esimqr.link/?slug=PE_1_7"
"Peru 2GB/Day",PE_2_Daily,9.80,12.71,12.71,"https://asim.esimqr.link/pay/usd/PE_2_Daily","https://asim.esimqr.link/?slug=PE_2_Daily"
"Peru 3GB 15Days",PE_3_15,14.10,17.77,17.77,"https://asim.esimqr.link/pay/usd/PE_3_15","https://asim.esimqr.link/?slug=PE_3_15"
"Peru 3GB 30Days",PE_3_30,14.40,18.12,18.12,"https://asim.esimqr.link/pay/usd/PE_3_30","https://asim.esimqr.link/?slug=PE_3_30"
"Peru 5GB 30Days",PE_5_30,49.50,59.42,59.42,"https://asim.esimqr.link/pay/usd/PE_5_30","https://asim.esimqr.link/?slug=PE_5_30"
"Peru 10GB 30Days",PE_10_30,84.15,100.18,100.18,"https://asim.esimqr.link/pay/usd/PE_10_30","https://asim.esimqr.link/?slug=PE_10_30"
"Peru 20GB 30Days",PE_20_30,98.00,116.48,116.48,"https://asim.esimqr.link/pay/usd/PE_20_30","https://asim.esimqr.link/?slug=PE_20_30"
"Philippines 100MB 7Days",PH_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/PH_0.1_7","https://asim.esimqr.link/?slug=PH_0.1_7"
"Philippines 500MB/Day",PH_0.5_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/PH_0.5_Daily","https://asim.esimqr.link/?slug=PH_0.5_Daily"
"Philippines 500MB 7Days",PH_0.5_7,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/PH_0.5_7","https://asim.esimqr.link/?slug=PH_0.5_7"
"Philippines 1GB/Day",PH_1_Daily,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/PH_1_Daily","https://asim.esimqr.link/?slug=PH_1_Daily"
"Philippines 1GB 7Days",PH_1_7,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/PH_1_7","https://asim.esimqr.link/?slug=PH_1_7"
"Philippines 2GB/Day",PH_2_Daily,3.00,4.71,4.71,"https://asim.esimqr.link/pay/usd/PH_2_Daily","https://asim.esimqr.link/?slug=PH_2_Daily"
"Philippine 3GB/Day",PH_3_Daily,4.50,6.48,6.48,"https://asim.esimqr.link/pay/usd/PH_3_Daily","https://asim.esimqr.link/?slug=PH_3_Daily"
"Philippines 3GB 15Days",PH_3_15,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/PH_3_15","https://asim.esimqr.link/?slug=PH_3_15"
"Philippine 3GB 30Days",PH_3_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/PH_3_30","https://asim.esimqr.link/?slug=PH_3_30"
"Philippines 5GB 30Days",PH_5_30,7.00,9.42,9.42,"https://asim.esimqr.link/pay/usd/PH_5_30","https://asim.esimqr.link/?slug=PH_5_30"
"Philippines 10GB 30Days",PH_10_30,12.20,15.53,15.53,"https://asim.esimqr.link/pay/usd/PH_10_30","https://asim.esimqr.link/?slug=PH_10_30"
"Philippines 10GB/Day",PH_10_Daily,15.00,18.83,18.83,"https://asim.esimqr.link/pay/usd/PH_10_Daily","https://asim.esimqr.link/?slug=PH_10_Daily"
"Philippines 20GB 30Days",PH_20_30,20.00,24.71,24.71,"https://asim.esimqr.link/pay/usd/PH_20_30","https://asim.esimqr.link/?slug=PH_20_30"
"Philippines 50GB 180Days",PH_50_180,45.00,54.12,54.12,"https://asim.esimqr.link/pay/usd/PH_50_180","https://asim.esimqr.link/?slug=PH_50_180"
"Poland 500MB/Day",PL_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/PL_0.5_Daily","https://asim.esimqr.link/?slug=PL_0.5_Daily"
"Poland 1GB/Day",PL_1_Daily,0.60,1.89,1.89,"https://asim.esimqr.link/pay/usd/PL_1_Daily","https://asim.esimqr.link/?slug=PL_1_Daily"
"Poland 1GB 7Days",PL_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/PL_1_7","https://asim.esimqr.link/?slug=PL_1_7"
"Poland 2GB/Day",PL_2_Daily,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/PL_2_Daily","https://asim.esimqr.link/?slug=PL_2_Daily"
"Poland 3GB 15Days",PL_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/PL_3_15","https://asim.esimqr.link/?slug=PL_3_15"
"Poland 3GB 30Days",PL_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/PL_3_30","https://asim.esimqr.link/?slug=PL_3_30"
"Poland 5GB 30Days",PL_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/PL_5_30","https://asim.esimqr.link/?slug=PL_5_30"
"Poland 10GB 30Days",PL_10_30,5.00,7.06,7.06,"https://asim.esimqr.link/pay/usd/PL_10_30","https://asim.esimqr.link/?slug=PL_10_30"
"Poland 20GB 30Days",PL_20_30,8.20,10.83,10.83,"https://asim.esimqr.link/pay/usd/PL_20_30","https://asim.esimqr.link/?slug=PL_20_30"
"Poland 50GB 180Days",PL_50_180,28.00,34.12,34.12,"https://asim.esimqr.link/pay/usd/PL_50_180","https://asim.esimqr.link/?slug=PL_50_180"
"Portugal 500MB/Day",PT_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/PT_0.5_Daily","https://asim.esimqr.link/?slug=PT_0.5_Daily"
"Portugal 1GB/Day",PT_1_Daily,0.85,2.18,2.18,"https://asim.esimqr.link/pay/usd/PT_1_Daily","https://asim.esimqr.link/?slug=PT_1_Daily"
"Portugal 1GB 7Days",PT_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/PT_1_7","https://asim.esimqr.link/?slug=PT_1_7"
"Portugal 2GB/Day",PT_2_Daily,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/PT_2_Daily","https://asim.esimqr.link/?slug=PT_2_Daily"
"Portugal 3GB 15Days",PT_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/PT_3_15","https://asim.esimqr.link/?slug=PT_3_15"
"Portugal 3GB 30Days",PT_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/PT_3_30","https://asim.esimqr.link/?slug=PT_3_30"
"Portugal 5GB 30Days",PT_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/PT_5_30","https://asim.esimqr.link/?slug=PT_5_30"
"Portugal 10GB 30Days",PT_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/PT_10_30","https://asim.esimqr.link/?slug=PT_10_30"
"Portugal 20GB 30Days",PT_20_30,10.60,13.65,13.65,"https://asim.esimqr.link/pay/usd/PT_20_30","https://asim.esimqr.link/?slug=PT_20_30"
"Puerto Rico 1GB 7Days",PR_1_7,2.90,4.59,4.59,"https://asim.esimqr.link/pay/usd/PR_1_7","https://asim.esimqr.link/?slug=PR_1_7"
"Puerto Rico 3GB 15Days",PR_3_15,7.20,9.65,9.65,"https://asim.esimqr.link/pay/usd/PR_3_15","https://asim.esimqr.link/?slug=PR_3_15"
"Puerto Rico 5GB 30Days",PR_5_30,11.00,14.12,14.12,"https://asim.esimqr.link/pay/usd/PR_5_30","https://asim.esimqr.link/?slug=PR_5_30"
"Qatar 100MB 7Days",QA_0.1_7,0.45,1.71,1.71,"https://asim.esimqr.link/pay/usd/QA_0.1_7","https://asim.esimqr.link/?slug=QA_0.1_7"
"Qatar 500MB/Day",QA_0.5_Daily,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/QA_0.5_Daily","https://asim.esimqr.link/?slug=QA_0.5_Daily"
"Qatar 500MB 7Days",QA_0.5_7,2.00,3.53,3.53,"https://asim.esimqr.link/pay/usd/QA_0.5_7","https://asim.esimqr.link/?slug=QA_0.5_7"
"Qatar 1GB/Day",QA_1_Daily,3.50,5.30,5.30,"https://asim.esimqr.link/pay/usd/QA_1_Daily","https://asim.esimqr.link/?slug=QA_1_Daily"
"Qatar 1GB 7Days",QA_1_7,3.60,5.42,5.42,"https://asim.esimqr.link/pay/usd/QA_1_7","https://asim.esimqr.link/?slug=QA_1_7"
"Qatar 2GB/Day",QA_2_Daily,6.80,9.18,9.18,"https://asim.esimqr.link/pay/usd/QA_2_Daily","https://asim.esimqr.link/?slug=QA_2_Daily"
"Qatar 3GB 15Days",QA_3_15,8.90,11.65,11.65,"https://asim.esimqr.link/pay/usd/QA_3_15","https://asim.esimqr.link/?slug=QA_3_15"
"Qatar 3GB 30Days",QA_3_30,9.10,11.89,11.89,"https://asim.esimqr.link/pay/usd/QA_3_30","https://asim.esimqr.link/?slug=QA_3_30"
"Qatar 5GB 30Days",QA_5_30,13.60,17.18,17.18,"https://asim.esimqr.link/pay/usd/QA_5_30","https://asim.esimqr.link/?slug=QA_5_30"
"Qatar 10GB 30Days",QA_10_30,25.00,30.59,30.59,"https://asim.esimqr.link/pay/usd/QA_10_30","https://asim.esimqr.link/?slug=QA_10_30"
"Qatar 20GB 30Days",QA_20_30,40.00,48.24,48.24,"https://asim.esimqr.link/pay/usd/QA_20_30","https://asim.esimqr.link/?slug=QA_20_30"
"Republic of the Congo 1GB 7Days",CG_1_7,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/CG_1_7","https://asim.esimqr.link/?slug=CG_1_7"
"Republic of the Congo 3GB 15Days",CG_3_15,14.10,17.77,17.77,"https://asim.esimqr.link/pay/usd/CG_3_15","https://asim.esimqr.link/?slug=CG_3_15"
"Republic of the Congo 3GB 30Days",CG_3_30,14.40,18.12,18.12,"https://asim.esimqr.link/pay/usd/CG_3_30","https://asim.esimqr.link/?slug=CG_3_30"
"Republic of the Congo 5GB 30Days",CG_5_30,21.00,25.89,25.89,"https://asim.esimqr.link/pay/usd/CG_5_30","https://asim.esimqr.link/?slug=CG_5_30"
"Reunion 100MB 7Days",RE_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/RE_0.1_7","https://asim.esimqr.link/?slug=RE_0.1_7"
"Reunion 500MB/Day",RE_0.5_Daily,1.45,2.89,2.89,"https://asim.esimqr.link/pay/usd/RE_0.5_Daily","https://asim.esimqr.link/?slug=RE_0.5_Daily"
"Reunion 500MB 7Days",RE_0.5_7,1.60,3.06,3.06,"https://asim.esimqr.link/pay/usd/RE_0.5_7","https://asim.esimqr.link/?slug=RE_0.5_7"
"Reunion 1GB 7Days",RE_1_7,2.90,4.59,4.59,"https://asim.esimqr.link/pay/usd/RE_1_7","https://asim.esimqr.link/?slug=RE_1_7"
"Reunion 1GB/Day",RE_1_Daily,2.90,4.59,4.59,"https://asim.esimqr.link/pay/usd/RE_1_Daily","https://asim.esimqr.link/?slug=RE_1_Daily"
"Reunion 2GB/Day",RE_2_Daily,5.50,7.65,7.65,"https://asim.esimqr.link/pay/usd/RE_2_Daily","https://asim.esimqr.link/?slug=RE_2_Daily"
"Reunion 3GB/Day",RE_3_Daily,7.10,9.53,9.53,"https://asim.esimqr.link/pay/usd/RE_3_Daily","https://asim.esimqr.link/?slug=RE_3_Daily"
"Reunion 3GB 15Days",RE_3_15,7.20,9.65,9.65,"https://asim.esimqr.link/pay/usd/RE_3_15","https://asim.esimqr.link/?slug=RE_3_15"
"Reunion 5GB 30Days",RE_5_30,11.00,14.12,14.12,"https://asim.esimqr.link/pay/usd/RE_5_30","https://asim.esimqr.link/?slug=RE_5_30"
"Reunion 10GB 30Days",RE_10_30,19.00,23.53,23.53,"https://asim.esimqr.link/pay/usd/RE_10_30","https://asim.esimqr.link/?slug=RE_10_30"
"Romania 500MB/Day",RO_0.5_Daily,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/RO_0.5_Daily","https://asim.esimqr.link/?slug=RO_0.5_Daily"
"Romania 1GB/Day",RO_1_Daily,0.60,1.89,1.89,"https://asim.esimqr.link/pay/usd/RO_1_Daily","https://asim.esimqr.link/?slug=RO_1_Daily"
"Romania 1GB 7Days",RO_1_7,0.70,2.00,2.00,"https://asim.esimqr.link/pay/usd/RO_1_7","https://asim.esimqr.link/?slug=RO_1_7"
"Romania 2GB/Day",RO_2_Daily,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/RO_2_Daily","https://asim.esimqr.link/?slug=RO_2_Daily"
"Romania 3GB 15Days",RO_3_15,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/RO_3_15","https://asim.esimqr.link/?slug=RO_3_15"
"Romania 3GB 30Days",RO_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/RO_3_30","https://asim.esimqr.link/?slug=RO_3_30"
"Romania 5GB 30Days",RO_5_30,2.70,4.36,4.36,"https://asim.esimqr.link/pay/usd/RO_5_30","https://asim.esimqr.link/?slug=RO_5_30"
"Romania 10GB 30Days",RO_10_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/RO_10_30","https://asim.esimqr.link/?slug=RO_10_30"
"Romania 20GB 30Days",RO_20_30,8.20,10.83,10.83,"https://asim.esimqr.link/pay/usd/RO_20_30","https://asim.esimqr.link/?slug=RO_20_30"
"Romania 50GB 180Days",RO_50_180,30.00,36.48,36.48,"https://asim.esimqr.link/pay/usd/RO_50_180","https://asim.esimqr.link/?slug=RO_50_180"
"Russia 100MB 7Days",RU_0.1_7,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/RU_0.1_7","https://asim.esimqr.link/?slug=RU_0.1_7"
"Russia 500MB/Day",RU_0.5_Daily,1.60,3.06,3.06,"https://asim.esimqr.link/pay/usd/RU_0.5_Daily","https://asim.esimqr.link/?slug=RU_0.5_Daily"
"Russia 500MB 7Days",RU_0.5_7,1.60,3.06,3.06,"https://asim.esimqr.link/pay/usd/RU_0.5_7","https://asim.esimqr.link/?slug=RU_0.5_7"
"Russia 1GB/Day",RU_1_Daily,2.80,4.48,4.48,"https://asim.esimqr.link/pay/usd/RU_1_Daily","https://asim.esimqr.link/?slug=RU_1_Daily"
"Russia 1GB 7Days",RU_1_7,2.90,4.59,4.59,"https://asim.esimqr.link/pay/usd/RU_1_7","https://asim.esimqr.link/?slug=RU_1_7"
"Russia 2GB/Day",RU_2_Daily,5.40,7.53,7.53,"https://asim.esimqr.link/pay/usd/RU_2_Daily","https://asim.esimqr.link/?slug=RU_2_Daily"
"Russia 3GB 15Days",RU_3_15,7.20,9.65,9.65,"https://asim.esimqr.link/pay/usd/RU_3_15","https://asim.esimqr.link/?slug=RU_3_15"
"Russia 3GB 30Days",RU_3_30,7.30,9.77,9.77,"https://asim.esimqr.link/pay/usd/RU_3_30","https://asim.esimqr.link/?slug=RU_3_30"
"Russia 5GB 30Days",RU_5_30,11.00,14.12,14.12,"https://asim.esimqr.link/pay/usd/RU_5_30","https://asim.esimqr.link/?slug=RU_5_30"
"Russia 10GB 30Days",RU_10_30,20.00,24.71,24.71,"https://asim.esimqr.link/pay/usd/RU_10_30","https://asim.esimqr.link/?slug=RU_10_30"
"Russia 20GB 30Days",RU_20_30,38.00,45.89,45.89,"https://asim.esimqr.link/pay/usd/RU_20_30","https://asim.esimqr.link/?slug=RU_20_30"
"Saudi Arabia 500MB/Day",SA_0.5_Daily,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/SA_0.5_Daily","https://asim.esimqr.link/?slug=SA_0.5_Daily"
"Saudi Arabia 1GB/Day",SA_1_Daily,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/SA_1_Daily","https://asim.esimqr.link/?slug=SA_1_Daily"
"Saudi Arabia 1GB 7Days",SA_1_7,2.40,4.00,4.00,"https://asim.esimqr.link/pay/usd/SA_1_7","https://asim.esimqr.link/?slug=SA_1_7"
"Saudi Arabia 2GB/Day",SA_2_Daily,3.70,5.53,5.53,"https://asim.esimqr.link/pay/usd/SA_2_Daily","https://asim.esimqr.link/?slug=SA_2_Daily"
"Saudi Arabia 3GB 15Days",SA_3_15,6.00,8.24,8.24,"https://asim.esimqr.link/pay/usd/SA_3_15","https://asim.esimqr.link/?slug=SA_3_15"
"Saudi Arabia 3GB 30Days",SA_3_30,6.40,8.71,8.71,"https://asim.esimqr.link/pay/usd/SA_3_30","https://asim.esimqr.link/?slug=SA_3_30"
"Saudi Arabia 5GB 30Days",SA_5_30,10.00,12.95,12.95,"https://asim.esimqr.link/pay/usd/SA_5_30","https://asim.esimqr.link/?slug=SA_5_30"
"Saudi Arabia 10GB 30Days",SA_10_30,17.20,21.42,21.42,"https://asim.esimqr.link/pay/usd/SA_10_30","https://asim.esimqr.link/?slug=SA_10_30"
"Saudi Arabia 20GB 30Days",SA_20_30,31.80,38.59,38.59,"https://asim.esimqr.link/pay/usd/SA_20_30","https://asim.esimqr.link/?slug=SA_20_30"
"Senegal 100MB 7Days",SN_0.1_7,0.86,2.19,2.19,"https://asim.esimqr.link/pay/usd/SN_0.1_7","https://asim.esimqr.link/?slug=SN_0.1_7"
"Senegal 500MB 7Days",SN_0.5_7,3.90,5.77,5.77,"https://asim.esimqr.link/pay/usd/SN_0.5_7","https://asim.esimqr.link/?slug=SN_0.5_7"
"Senegal 1GB 7Days",SN_1_7,7.10,9.53,9.53,"https://asim.esimqr.link/pay/usd/SN_1_7","https://asim.esimqr.link/?slug=SN_1_7"
"Senegal 3GB 15Days",SN_3_15,17.60,21.89,21.89,"https://asim.esimqr.link/pay/usd/SN_3_15","https://asim.esimqr.link/?slug=SN_3_15"
"Senegal 5GB 30Days",SN_5_30,26.00,31.77,31.77,"https://asim.esimqr.link/pay/usd/SN_5_30","https://asim.esimqr.link/?slug=SN_5_30"
"Serbia 100MB 7Days",RS_0.1_7,0.32,1.56,1.56,"https://asim.esimqr.link/pay/usd/RS_0.1_7","https://asim.esimqr.link/?slug=RS_0.1_7"
"Serbia 500MB/Day",RS_0.5_Daily,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/RS_0.5_Daily","https://asim.esimqr.link/?slug=RS_0.5_Daily"
"Serbia 500MB 7Days",RS_0.5_7,1.60,3.06,3.06,"https://asim.esimqr.link/pay/usd/RS_0.5_7","https://asim.esimqr.link/?slug=RS_0.5_7"
"Serbia 1GB/Day",RS_1_Daily,2.80,4.48,4.48,"https://asim.esimqr.link/pay/usd/RS_1_Daily","https://asim.esimqr.link/?slug=RS_1_Daily"
"Serbia 1GB 7Days",RS_1_7,2.90,4.59,4.59,"https://asim.esimqr.link/pay/usd/RS_1_7","https://asim.esimqr.link/?slug=RS_1_7"
"Serbia 2GB/Day",RS_2_Daily,5.40,7.53,7.53,"https://asim.esimqr.link/pay/usd/RS_2_Daily","https://asim.esimqr.link/?slug=RS_2_Daily"
"Serbia 3GB 15Days",RS_3_15,7.20,9.65,9.65,"https://asim.esimqr.link/pay/usd/RS_3_15","https://asim.esimqr.link/?slug=RS_3_15"
"Serbia 3GB 30Days",RS_3_30,7.30,9.77,9.77,"https://asim.esimqr.link/pay/usd/RS_3_30","https://asim.esimqr.link/?slug=RS_3_30"
"Serbia 5GB 30Days",RS_5_30,11.00,14.12,14.12,"https://asim.esimqr.link/pay/usd/RS_5_30","https://asim.esimqr.link/?slug=RS_5_30"
"Serbia 10GB 30Days",RS_10_30,19.00,23.53,23.53,"https://asim.esimqr.link/pay/usd/RS_10_30","https://asim.esimqr.link/?slug=RS_10_30"
"Serbia 20GB 30Days",RS_20_30,32.00,38.83,38.83,"https://asim.esimqr.link/pay/usd/RS_20_30","https://asim.esimqr.link/?slug=RS_20_30"
"Seychelles 500MB/Day",SC_0.5_Daily,2.50,4.12,4.12,"https://asim.esimqr.link/pay/usd/SC_0.5_Daily","https://asim.esimqr.link/?slug=SC_0.5_Daily"
"Seychelles 1GB/Day",SC_1_Daily,4.50,6.48,6.48,"https://asim.esimqr.link/pay/usd/SC_1_Daily","https://asim.esimqr.link/?slug=SC_1_Daily"
"Seychelles 1GB 7Days",SC_1_7,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/SC_1_7","https://asim.esimqr.link/?slug=SC_1_7"
"Seychelles 2GB/Day",SC_2_Daily,8.00,10.59,10.59,"https://asim.esimqr.link/pay/usd/SC_2_Daily","https://asim.esimqr.link/?slug=SC_2_Daily"
"Seychelles 3GB 15Days",SC_3_15,11.20,14.36,14.36,"https://asim.esimqr.link/pay/usd/SC_3_15","https://asim.esimqr.link/?slug=SC_3_15"
"Seychelles 3GB 30Days",SC_3_30,11.30,14.48,14.48,"https://asim.esimqr.link/pay/usd/SC_3_30","https://asim.esimqr.link/?slug=SC_3_30"
"Seychelles 5GB 30Days",SC_5_30,17.10,21.30,21.30,"https://asim.esimqr.link/pay/usd/SC_5_30","https://asim.esimqr.link/?slug=SC_5_30"
"Seychelles 10GB 30Days",SC_10_30,33.00,40.00,40.00,"https://asim.esimqr.link/pay/usd/SC_10_30","https://asim.esimqr.link/?slug=SC_10_30"
"Seychelles 20GB 30Days",SC_20_30,60.00,71.77,71.77,"https://asim.esimqr.link/pay/usd/SC_20_30","https://asim.esimqr.link/?slug=SC_20_30"
"Singapore 100MB 7Days",SG_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/SG_0.1_7","https://asim.esimqr.link/?slug=SG_0.1_7"
"Singapore 500MB 7Days",SG_0.5_7,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/SG_0.5_7","https://asim.esimqr.link/?slug=SG_0.5_7"
"Singapore 500MB/Day",SG_0.5_Daily_nonhkip,0.48,1.75,1.75,"https://asim.esimqr.link/pay/usd/SG_0.5_Daily_nonhkip","https://asim.esimqr.link/?slug=SG_0.5_Daily_nonhkip"
"Singapore 1GB 7Days",SG_1_7_nonhkip,0.88,2.22,2.22,"https://asim.esimqr.link/pay/usd/SG_1_7_nonhkip","https://asim.esimqr.link/?slug=SG_1_7_nonhkip"
"Singapore 1GB/Day",SG_1_Daily_nonhkip,0.83,2.16,2.16,"https://asim.esimqr.link/pay/usd/SG_1_Daily_nonhkip","https://asim.esimqr.link/?slug=SG_1_Daily_nonhkip"
"Singapore 2GB/Day",SG_2_Daily_nonhkip,1.58,3.04,3.04,"https://asim.esimqr.link/pay/usd/SG_2_Daily_nonhkip","https://asim.esimqr.link/?slug=SG_2_Daily_nonhkip"
"Singapore 3GB 15Days",SG_3_15_nonhkip,2.46,4.08,4.08,"https://asim.esimqr.link/pay/usd/SG_3_15_nonhkip","https://asim.esimqr.link/?slug=SG_3_15_nonhkip"
"Singapore 3GB 30Days",SG_3_30,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/SG_3_30","https://asim.esimqr.link/?slug=SG_3_30"
"Singapore 5GB 30Days",SG_5_30_nonhkip,3.52,5.32,5.32,"https://asim.esimqr.link/pay/usd/SG_5_30_nonhkip","https://asim.esimqr.link/?slug=SG_5_30_nonhkip"
"Singapore 10GB 30Days",SG_10_30_nonhkip,6.16,8.43,8.43,"https://asim.esimqr.link/pay/usd/SG_10_30_nonhkip","https://asim.esimqr.link/?slug=SG_10_30_nonhkip"
"Singapore 20GB 30Days",SG_20_30_nonhkip,10.56,13.61,13.61,"https://asim.esimqr.link/pay/usd/SG_20_30_nonhkip","https://asim.esimqr.link/?slug=SG_20_30_nonhkip"
"Singapore 10GB/Day",SG_10_Daily,9.00,11.77,11.77,"https://asim.esimqr.link/pay/usd/SG_10_Daily","https://asim.esimqr.link/?slug=SG_10_Daily"
"Singapore 50GB 30Days",SG_50_30,17.00,21.18,21.18,"https://asim.esimqr.link/pay/usd/SG_50_30","https://asim.esimqr.link/?slug=SG_50_30"
"Slovakia 1GB 7Days",SK_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/SK_1_7","https://asim.esimqr.link/?slug=SK_1_7"
"Slovakia 3GB 15Days",SK_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/SK_3_15","https://asim.esimqr.link/?slug=SK_3_15"
"Slovakia 3GB 30Days",SK_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/SK_3_30","https://asim.esimqr.link/?slug=SK_3_30"
"Slovakia 5GB 30Days",SK_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/SK_5_30","https://asim.esimqr.link/?slug=SK_5_30"
"Slovakia 10GB 30Days",SK_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/SK_10_30","https://asim.esimqr.link/?slug=SK_10_30"
"Slovakia 20GB 30Days",SK_20_30,10.60,13.65,13.65,"https://asim.esimqr.link/pay/usd/SK_20_30","https://asim.esimqr.link/?slug=SK_20_30"
"Slovakia 50GB 180Days",SK_50_180,30.00,36.48,36.48,"https://asim.esimqr.link/pay/usd/SK_50_180","https://asim.esimqr.link/?slug=SK_50_180"
"Slovenia 500MB/Day",SI_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/SI_0.5_Daily","https://asim.esimqr.link/?slug=SI_0.5_Daily"
"Slovenia 1GB/Day",SI_1_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/SI_1_Daily","https://asim.esimqr.link/?slug=SI_1_Daily"
"Slovenia 1GB 7Days",SI_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/SI_1_7","https://asim.esimqr.link/?slug=SI_1_7"
"Slovenia 2GB/Day",SI_2_Daily,1.40,2.83,2.83,"https://asim.esimqr.link/pay/usd/SI_2_Daily","https://asim.esimqr.link/?slug=SI_2_Daily"
"Slovenia 3GB 15Days",SI_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/SI_3_15","https://asim.esimqr.link/?slug=SI_3_15"
"Slovenia 3GB 30Days",SI_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/SI_3_30","https://asim.esimqr.link/?slug=SI_3_30"
"Slovenia 5GB 30Days",SI_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/SI_5_30","https://asim.esimqr.link/?slug=SI_5_30"
"Slovenia 10GB 30Days",SI_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/SI_10_30","https://asim.esimqr.link/?slug=SI_10_30"
"Slovenia 20GB 30Days",SI_20_30,10.60,13.65,13.65,"https://asim.esimqr.link/pay/usd/SI_20_30","https://asim.esimqr.link/?slug=SI_20_30"
"Slovenia 50GB 180Days",SI_50_180,30.00,36.48,36.48,"https://asim.esimqr.link/pay/usd/SI_50_180","https://asim.esimqr.link/?slug=SI_50_180"
"South Africa 100MB 7Days",ZA_0.1_7,0.68,1.98,1.98,"https://asim.esimqr.link/pay/usd/ZA_0.1_7","https://asim.esimqr.link/?slug=ZA_0.1_7"
"South Africa 500MB/Day",ZA_0.5_Daily,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/ZA_0.5_Daily","https://asim.esimqr.link/?slug=ZA_0.5_Daily"
"South Africa 500MB 7Days",ZA_0.5_7,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/ZA_0.5_7","https://asim.esimqr.link/?slug=ZA_0.5_7"
